delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0.7,400,unexp,7,11,95,2,595.2241479999502,,595.2098282999941,595.2241479999502,596.2242908999906,596.2242908999906,596.2242908999906,597.0431561999721,space,0.8057393000344746,None,597.0439642999554,597.7570233666377,598.0655498999986,598.0509737999528,598.0510423999513,598.0655498999986,598.0655498999986,598.0655498999986,599.5412936999928,845,1,[1.4880492000374943],[1.488059199997224],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,8,0,96,5,599.5565486999694,,599.5423236999777,599.5565486999694,600.5567890999955,600.5567890999955,600.5567890999955,601.5259374000016,space,0.9610450999462046,None,601.5267102999496,602.239626366649,602.554416399973,602.5414106999524,602.5414599999785,602.554416399973,602.554416399973,602.554416399973,605.0570600999636,945,1,[2.5134344000252895],[2.5134487000177614],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,400,unexp,8,1,97,0,605.0722787999548,,605.0580232999637,605.0722787999548,606.0720889999648,606.0720889999648,606.0720889999648,608.0902296999702,space,2.009109999984503,None,608.0908616999513,608.2050242666194,608.5154270000057,608.5007036000025,608.5007366999635,608.5154270000057,608.5154270000057,608.5154270000057,617.9872738999547,854,1,[9.485012500023004],[9.485020700027235],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,8,2,98,10,618.0026674999972,,617.9879422999802,618.0026674999972,619.0027168999659,619.0027168999659,619.0027168999659,619.521827199962,space,0.5121230999939144,None,619.5226626999793,619.9351711666716,620.2401595999836,620.2268055999884,620.226854199951,620.2401595999836,620.2401595999836,620.2401595999836,623.1196287999628,845,1,[2.8905556999961846],[2.8905665000202134],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,8,3,99,3,623.1348995000008,,623.1203383999527,623.1348995000008,624.1349844000069,624.1349844000069,624.1349844000069,624.6701454999857,space,0.5181868999497965,None,624.6710519999615,624.7847173666271,625.0952356999624,625.0806528999819,625.0807012000005,625.0952356999624,625.0952356999624,625.0952356999624,628.8353720000014,284,1,[3.7517552000354044],[3.751766100001987],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,8,4,100,8,628.8505461000022,,628.8361798999831,628.8505461000022,629.8504971999791,629.8504971999791,629.8504971999791,630.4537462999579,space,0.60058010002831,None,630.4544755999814,631.1668564666218,631.4756333999685,631.4610884999856,631.4611423999886,631.4756333999685,631.4756333999685,631.4756333999685,634.6340298999567,934,1,[3.1706831000046805],[3.1706913000089116],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,400,unexp,8,5,101,2,634.6491222999757,,634.6348264999688,634.6491222999757,635.6493767999928,635.6493767999928,635.6493767999928,636.9836039000074,space,1.3174046000349335,None,636.9844678999507,637.6982584666732,638.0065479999757,637.9911225999822,637.9911850999924,638.0065479999757,638.0065479999757,638.0065479999757,641.1154843999539,932,1,[3.121722800016869],[3.1217304000165313],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,8,6,102,4,641.1311780999531,,641.1161863000016,641.1311780999531,642.1310878999648,642.1310878999648,642.1310878999648,642.8666072000051,space,0.7212645999970846,None,642.867318799952,643.2809794666284,643.5953399999999,643.5812288000016,643.5812925999635,643.5953399999999,643.5953399999999,643.5953399999999,647.0477192999679,125,1,[3.464233700011391],[3.464240000001155],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,8,7,103,9,647.0633158999844,,647.0482701999717,647.0633158999844,648.0631334999925,648.0631334999925,648.0631334999925,648.6324711999623,space,0.5616160000208765,None,648.6338258999749,648.7464285666395,649.0474240999902,649.0391162000014,649.0391348999692,649.0474240999902,649.0474240999902,649.0474240999902,652.2467373999534,236,1,[3.206338800024241],[3.2063500999938697],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,400,unexp,8,8,104,1,652.2618816999602,,652.2476360999863,652.2618816999602,653.2613132999977,653.2613132999977,653.2613132999977,654.0982700999593,space,0.8221076999907382,None,654.0991031999583,654.5119721666599,654.8249830999994,654.8112566999625,654.8113073999994,654.8249830999994,654.8249830999994,654.8249830999994,658.9792617000057,478,1,[4.16544030001387],[4.16545099997893],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,8,9,105,11,658.9938058999833,,658.9804271999747,658.9938058999833,659.9941465999582,659.9941465999582,659.9941465999582,660.6462695999653,space,0.6456551000010222,None,660.6470419999678,661.3604607666532,661.6749167999951,661.6614540999872,661.6615109999548,661.6749167999951,661.6749167999951,661.6749167999951,664.5274731999962,987,1,[2.863694600004237],[2.863702700007707],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,8,10,106,7,664.5427886999678,,664.528311299975,664.5427886999678,665.5428974999813,665.5428974999813,665.5428974999813,666.2439695000066,space,0.6846724000060931,None,666.2447011999902,666.6588727666569,666.9738948000013,666.9609928999562,666.9610279999906,666.9738948000013,666.9738948000013,666.9738948000013,669.5598897999735,765,1,[2.597024100017734],[2.5970339000341482],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,8,11,107,6,669.5750972999958,,669.5606511000078,669.5750972999958,670.5751835999545,670.5751835999545,670.5751835999545,672.7109592999914,space,2.1329047000035644,None,672.7120173999574,672.8245685666373,673.1342736999504,673.121299099992,673.121352599992,673.1342736999504,673.1342736999504,673.1342736999504,676.4749381999718,654,1,[3.351342999958433],[3.3513525999733247],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,9,0,108,7,676.4900321000023,,676.4756723999744,676.4900321000023,677.4901526999893,677.4901526999893,677.4901526999893,678.1076942999498,space,0.6137152999872342,None,678.1082284000004,678.5231867666628,678.8344925999991,678.8214864999754,678.8215359000023,678.8344925999991,678.8344925999991,678.8344925999991,680.6410157000064,432,1,[1.8170692000421695],[1.8170798000064678],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,400,unexp,9,1,109,1,680.6563786999905,,680.6419573999592,680.6563786999905,681.6560324999737,681.6560324999737,681.6560324999737,682.5588158000028,space,0.8861662000417709,None,682.5597184999497,682.9721093666196,683.2857684000046,683.2711432999931,683.2712193999905,683.2857684000046,683.2857684000046,683.2857684000046,687.3059342000051,743,1,[4.032038100005593],[4.03204600000754],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,9,2,110,9,687.3212767999503,,687.3065855999594,687.3212767999503,688.3216568999924,688.3216568999924,688.3216568999924,689.2912749999668,space,0.9554572000051849,None,689.292122099956,689.4044744666355,689.7140320999897,689.7012186999782,689.7012837000075,689.7140320999897,689.7140320999897,689.7140320999897,694.1045297999517,765,1,[4.400826700031757],[4.400834200030658],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,400,unexp,9,3,111,2,694.1199133999762,,694.1051578999613,694.1199133999762,695.1199190999614,695.1199190999614,695.1199190999614,695.8234029999585,space,0.6990054000052623,None,695.8243006999837,696.5359818666514,696.8447420999873,696.8308506999747,696.830899099994,696.8447420999873,696.8447420999873,696.8447420999873,699.4196994999656,109,1,[2.5868977999780327],[2.586970600008499],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,9,4,112,5,699.4353633999708,,699.4203968999791,699.4353633999708,700.4355753999553,700.4355753999553,700.4355753999553,700.9379263999872,space,0.49875369999790564,None,700.938708200003,701.6517488666616,701.964803299983,701.9513517000014,701.9514016999747,701.964803299983,701.964803299983,701.964803299983,706.4350161000038,245,1,[4.481610099959653],[4.481619999976829],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,9,5,113,8,706.4505193999503,,706.4362053999794,706.4505193999503,707.4505196999526,707.4505196999526,707.4505196999526,709.3184984999825,space,1.863570699992124,None,709.3193432999542,710.0334057666516,710.3464555999963,710.3321455999976,710.3322591999895,710.3464555999963,710.3464555999963,710.3464555999963,715.3666601000004,234,1,[5.032050100038759],[5.032058600045275],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,9,6,114,4,715.3820341999526,,715.3674046999658,715.3820341999526,716.3816556999809,716.3816556999809,716.3816556999809,716.8998110999819,space,0.5023634000099264,None,716.9004698999925,717.3150208666377,717.6255857999786,717.6111298999749,717.6111963999574,717.6255857999786,717.6255857999786,717.6255857999786,721.4655341999605,567,1,[3.852129500010051],[3.8521379999583587],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,9,7,115,10,721.4806883999845,,721.4663901999593,721.4806883999845,722.4808849999681,722.4808849999681,722.4808849999681,725.1830583999981,space,2.6982763999840245,None,725.1839700999553,725.5963601666192,,725.8766003999626,725.8766558999778,725.890504299954,725.890504299954,725.890504299954,728.8803771999665,124 ,1,[3.001304400037043],[3.0013120000367053],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,400,unexp,9,8,116,0,728.8958693000022,,728.8813630999648,728.8958693000022,729.8957907999866,729.8957907999866,729.8957907999866,730.915385100001,space,1.0060224999906495,None,730.9162153999787,731.0288911666178,731.3384416999761,731.3242137999623,731.3242768999771,731.3384416999761,731.3384416999761,731.3384416999761,734.2800382999703,976,1,[2.95300199999474],[2.953015500039328],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,9,9,117,6,734.2954743999871,,734.2811673999531,734.2954743999871,735.2943123999867,735.2943123999867,735.2943123999867,735.9122052000021,space,0.601382500026375,None,735.9129590999801,736.0276843666254,736.3349637999781,736.3206842999789,736.320730699983,736.3349637999781,736.3349637999781,736.3349637999781,739.5782467999961,267,1,[3.2553341000457294],[3.255344500008505],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,9,10,118,3,739.5935408999794,,739.5789727999945,739.5935408999794,740.5936564999865,740.5936564999865,740.5936564999865,741.2959789999877,space,0.690112299984321,None,741.296710399969,741.4100243666364,741.7245724999812,741.711052300001,741.7111130999983,741.7245724999812,741.7245724999812,741.7245724999812,745.1279056000058,943,1,[3.4144932000199333],[3.414505399996415],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,9,11,119,11,745.142410099972,,745.1287605999969,745.142410099972,746.1423084999551,746.1423084999551,746.1423084999551,746.8114687000052,space,0.6621010000235401,None,746.8123401000048,747.525444266623,747.8362392999697,747.8216353000025,747.8217004999751,747.8362392999697,747.8362392999697,747.8362392999697,750.8090393999591,286,1,[2.984094300016295],[2.984102600021288],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,10,0,120,11,750.8243652999518,,750.8097196999588,750.8243652999518,751.8245247000013,751.8245247000013,751.8245247000013,753.1088234999916,space,1.270209199981764,None,753.1096800999949,753.8242175666421,754.1345312999911,754.1206688999664,754.1207100999891,754.1345312999911,754.1345312999911,754.1345312999911,756.7918771999539,546,1,[2.6681228000088595],[2.6681484000291675],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,10,1,121,10,756.8070006999769,,756.7930278999847,756.8070006999769,757.8067166999681,757.8067166999681,757.8067166999681,759.2255410999642,space,1.4142947000218555,None,759.226302199997,759.6393584666696,759.9539231999661,759.9409509999678,759.9410017000046,759.9539231999661,759.9539231999661,759.9539231999661,764.2396885000053,295,1,[4.296646400005557],[4.296655900019687],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,10,2,122,9,764.2549147999962,,764.2405581999919,764.2549147999962,765.2549991999986,765.2549991999986,765.2549991999986,765.9920367999584,space,0.7323883000062779,None,765.9930774999666,766.1050696666391,766.4163683999795,766.401447399985,766.401511300006,766.4163683999795,766.4163683999795,766.4163683999795,769.6216835999512,504,1,[3.217706600029487],[3.2177159000420943],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,400,unexp,10,3,123,2,769.6369597999728,,769.6223063999787,769.6369597999728,770.6371732999687,770.6371732999687,770.6371732999687,771.6732071999577,space,1.0327769999857992,None,771.6739445999847,772.3867701666352,772.6937137999921,772.6811490999535,772.6811961999629,772.6937137999921,772.6937137999921,772.6937137999921,779.2360364999622,104,1,[6.5530844000168145],[6.553091800014954],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,10,4,124,3,779.2518815999501,,779.2367672999972,779.2518815999501,780.2516153999604,780.2516153999604,780.2516153999604,780.8854510999518,space,0.62450059998082,None,780.885767699976,780.9851004666455,,781.2607980999746,781.260859299975,781.2751594999572,781.2751594999572,781.2751594999572,784.7020657999674,985,1,[3.439199899963569],[3.4392083999700844],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,400,unexp,10,5,125,1,784.7171211999957,,784.7028961000033,784.7171211999957,785.7173955999897,785.7173955999897,785.7173955999897,786.386649299995,space,0.6615282999700867,None,786.3876811999944,786.8004282666409,787.1166314999573,787.101591499988,787.1016586999758,787.1166314999573,787.1166314999573,787.1166314999573,788.6516581999604,845,1,[1.5470848999684677],[1.547098199953325],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,10,6,126,7,788.6666764999973,,788.652813099965,788.6666764999973,789.6664477000013,789.6664477000013,789.6664477000013,790.3698046999634,space,0.7010400000144728,None,790.370551400003,790.7825855666345,791.0952403999981,791.0811668999959,791.0812236999627,791.0952403999981,791.0952403999981,791.0952403999981,792.6175967999734,956,1,[1.5339233999839053],[1.533934400009457],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,10,7,127,5,792.6324585999828,,792.6187078999938,792.6324585999828,793.6321679999819,793.6321679999819,793.6321679999819,797.1346686999896,space,3.4884135000174865,None,797.1356272999546,797.8480634666669,798.1641170000075,798.1509024999687,798.1509515999933,798.1641170000075,798.1641170000075,798.1641170000075,800.4653617999866,967,1,[2.312270800000988],[2.3122822000295855],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,10,8,128,6,800.4805954999756,,800.4661680999561,800.4805954999756,801.4804792999639,801.4804792999639,801.4804792999639,802.6334873999585,space,1.1505427999654785,None,802.6341886000009,802.7469085666273,803.0538669999805,803.0410672999569,803.0411130999564,803.0538669999805,803.0538669999805,803.0538669999805,805.4818839000072,847,1,[2.438405100023374],[2.4384226000402123],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,400,unexp,10,9,129,0,805.4965121999849,,805.4831432999927,805.4965121999849,806.4961076999898,806.4961076999898,806.4961076999898,807.9136175999884,space,1.4010968999937177,None,807.9142515999847,808.0290501666643,,808.3034563999972,808.3034752999665,808.3126958999783,808.3126958999783,808.3126958999783,811.5627930999617,945,1,[3.2581512999604456],[3.25816039997153],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,10,10,130,8,811.5786167999613,,811.5636135999812,811.5786167999613,812.5781784999999,812.5781784999999,812.5781784999999,813.0973929999745,space,0.504802200011909,None,813.0982153000077,813.8112930666578,814.1257074999739,814.1119404999772,814.111998999957,814.1257074999739,814.1257074999739,814.1257074999739,817.1631749999942,205,1,[3.0485249999910593],[3.048541500000283],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,10,11,131,4,817.1770498999977,,817.1641858000075,817.1770498999977,818.1769783999771,818.1769783999771,818.1769783999771,818.7452542999526,space,0.5624930000049062,None,818.7458580999519,819.1601499666615,819.4601065999595,819.4444577999529,819.4444922999828,819.4601065999595,819.4601065999595,819.4601065999595,821.3107531999703,895,1,[1.864688900008332],[1.8646978000178933],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,11,0,132,10,821.3261215999955,,821.3113944999641,821.3261215999955,822.325790199975,822.325790199975,822.325790199975,823.0957921999507,space,0.7563834000029601,None,823.0966795999557,823.5090402666285,823.8261913000024,823.8117338999873,823.8118547999766,823.8261913000024,823.8261913000024,823.8261913000024,826.6428845999762,894,1,[2.8286792000290006],[2.828688600042369],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,11,1,133,4,826.6583114999812,,826.6436126999906,826.6583114999812,827.6587009999785,827.6587009999785,827.6587009999785,828.7778201999608,space,1.1059731999994256,None,828.7786957999924,829.1912279666324,829.5064146999503,829.4915647999733,829.4916211999953,829.5064146999503,829.5064146999503,829.5064146999503,831.3753799999831,904,1,[1.8812355999834836],[1.881247400015127],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,11,2,134,9,831.3911787999677,,831.376137299987,831.3911787999677,832.3907094000024,832.3907094000024,832.3907094000024,833.2929267999716,space,0.8964433000073768,None,833.2936147999717,833.4072412666321,833.716617500002,833.7013707999722,833.7014280000003,833.716617500002,833.716617500002,833.716617500002,836.7236969000078,105,1,[3.020256799994968],[3.020264999999199],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,11,3,135,3,836.7394218999543,,836.7244870999712,836.7394218999543,837.7397100999951,837.7397100999951,837.7397100999951,839.1090841999976,space,1.3542505000368692,None,839.1099410000024,839.2228352666173,839.5362147999695,839.5213053000043,839.5213572999928,839.5362147999695,839.5362147999695,839.5362147999695,841.6232471999829,945,1,[2.100058900017757],[2.10006860003341],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,400,unexp,11,4,136,1,841.6383993999916,,841.6238868999644,841.6383993999916,842.6385855999542,842.6385855999542,842.6385855999542,843.4241084999521,space,0.7714194000000134,None,843.4249432999641,843.8383121666304,844.1536763999611,844.1433282999787,844.1433550000074,844.1536763999611,844.1536763999611,844.1536763999611,846.1720309999655,845,1,[2.027370100026019],[2.0273784999735653],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,11,5,137,8,846.187482999987,,846.1728356999811,846.187482999987,847.1875257999636,847.1875257999636,847.1875257999636,849.1733550999779,space,1.968936700024642,None,849.1741946999682,849.886856066649,850.1955862999894,850.1812343999627,850.1812977999798,850.1955862999894,850.1955862999894,850.1955862999894,852.4871344999992,956,1,[2.303728000028059],[2.303736000030767],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,400,unexp,11,6,138,2,852.5028777999687,,852.4878995000036,852.5028777999687,853.5030080999713,853.5030080999713,853.5030080999713,855.3888269999879,space,1.876851600012742,None,855.3898158999509,856.1017583666292,856.4023959999904,856.3874274999835,856.3874866999686,856.4023959999904,856.4023959999904,856.4023959999904,858.5031073999708,856,1,[2.1135960000101477],[2.1136026000021957],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,11,7,139,5,858.5181937000016,,858.5037763,858.5181937000016,859.5177637999877,859.5177637999877,859.5177637999877,860.4197828999604,space,0.8956461999914609,None,860.4204525999958,861.134537866634,861.4462829999975,861.4311858000001,861.4312543999986,861.4462829999975,861.4462829999975,861.4462829999975,865.5011217999854,684,1,[4.067031199985649],[4.067039699992165],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,11,8,140,11,865.516589100007,,865.5018418999971,865.516589100007,866.5167643000023,866.5167643000023,866.5167643000023,867.0687811999815,space,0.5483658000011928,None,867.0694764999789,867.7832503666325,868.0962437999551,868.081615299976,868.0816939999931,868.0962437999551,868.0962437999551,868.0962437999551,870.7008097000071,493,1,[2.6159236999810673],[2.6159404999925755],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,400,unexp,11,9,141,0,870.7158279999858,,870.7024317999603,870.7158279999858,871.7157443999895,871.7157443999895,871.7157443999895,872.3680933999713,space,0.6483108000247739,None,872.3688365999842,872.4820688666698,872.7951748999767,872.7812555999844,872.781346099975,872.7951748999767,872.7951748999767,872.7951748999767,875.4353809999884,205,1,[2.651450000004843],[2.6514624999836087],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,11,10,142,7,875.4480544999824,,875.436418999976,875.4480544999824,876.4481269999524,876.4481269999524,876.4481269999524,877.3494521999964,space,0.8925953999860212,None,877.3502913999837,877.7643916666314,878.074319599953,878.0606710999855,878.0607158999774,878.074319599953,878.074319599953,878.074319599953,879.7816739999689,549,1,[1.7186977000092156],[1.71870750002563],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,11,11,143,6,879.7971217999584,,879.7823551999754,879.7971217999584,880.7971456999658,880.7971456999658,880.7971456999658,881.2497474999982,space,0.4437444999930449,None,881.2505528999609,881.3636910666285,881.6766886999831,881.6620958999847,881.6622444999521,881.6766886999831,881.6766886999831,881.6766886999831,883.6312516999897,685,1,[1.9658732000389136],[1.9658852000138722],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,12,0,144,6,883.6465679999674,,883.6323546000058,883.6465679999674,884.6463253999827,884.6463253999827,884.6463253999827,885.1992580000078,space,0.5484845000319183,None,885.2002792999847,885.3128804666378,885.6251988000004,885.6112567999517,885.6113245000015,885.6251988000004,885.6251988000004,885.6251988000004,889.6796742999577,102,1,[4.065341399982572],[4.065349299984518],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,12,1,145,5,889.694837899995,,889.6805699999677,889.694837899995,890.6948940999573,890.6948940999573,890.6948940999573,891.114007199998,space,0.4167421999736689,None,891.1149218999781,891.8279401666407,892.136925800005,892.1224217999843,892.1224771999987,892.136925800005,892.136925800005,892.136925800005,899.6940681999549,905,1,[7.569399299973156],[7.569412699958775],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,400,unexp,12,2,146,0,899.7097536999499,,899.6947227999917,899.7097536999499,900.7084400999593,900.7084400999593,900.7253135999781,901.2795691000065,space,0.5651958999806084,None,901.2804787000059,901.3926708666297,901.7056730999611,901.6919480999932,901.6920130999642,901.7056730999611,901.7056730999611,901.7056730999611,904.0106268999516,598,1,[2.3159219999797642],[2.3159340999554843],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.1,1000,exp,12,3,147,9,904.0253760999767,,904.0116614999715,904.0253760999767,905.0253243999905,905.0253243999905,905.0253243999905,906.7442143999506,space,1.7137148999609053,None,906.744905599975,906.8583330666336,907.1676901999745,907.1511065999512,907.1511591000017,907.1676901999745,907.1676901999745,907.1676901999745,911.5916948999511,485,1,[4.438374000019394],[4.4383843000396155],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,12,4,148,10,911.607106099953,,911.5925310999737,911.607106099953,912.6066016999539,912.6066016999539,912.6066016999539,913.4091148999869,space,0.7986890000174753,None,913.4098246999783,913.8235700666594,914.1360639999621,914.1222493999521,914.1223001999897,914.1360639999621,914.1360639999621,914.1360639999621,915.75797039998,903,1,[1.6334242000011727],[1.6334358000312932],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,1000,exp,12,5,149,7,915.7727725000004,,915.7590584999998,915.7727725000004,916.772727500007,916.772727500007,916.772727500007,917.3082988999668,space,0.5217643999494612,None,917.3091123999911,917.7224311666253,918.0362725000014,918.0223088999628,918.0223683999502,918.0362725000014,918.0362725000014,918.0362725000014,919.6900753999944,204,1,[1.6652585999690928],[1.665267699980177],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.4,400,unexp,12,6,150,1,919.7054317999864,,919.6906666999566,919.7054317999864,920.7053263999987,920.7053263999987,920.7053263999987,921.7227712000022,space,1.0089509999961592,None,921.7231009999523,922.1383312666478,922.4444194999523,922.4331215999555,922.4331462999689,922.4444194999523,922.4444194999523,922.4444194999523,925.1720264999894,967,1,[2.737470599997323],[2.7374798000091687],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
0.7,1000,exp,12,7,151,8,925.1874669999816,,925.1728664999828,925.1874669999816,926.1880349999992,926.1880349999992,926.1880349999992,926.7393153999583,space,0.5419587999931537,None,926.7399107999518,927.4538882666423,927.7659627999528,927.7519841999747,927.7520438999636,927.7659627999528,927.7659627999528,927.7659627999528,930.738460899971,295,1,[2.983725600002799],[2.983739199989941],1,001,2024-11-12_13h08.55.177,Intentional Binding Task,2024.1.5,None,2024-11-12 13h09.06.533314 +0530,
